selected_zone,ALEPPO,ASPINWALL,AVALON,BALDWIN,BELL ACRES,BELLEVUE,BEN AVON,BEN AVON HEIGHTS,BETHEL PARK,BLAWNOX,BRACKENRIDGE,BRADDOCK,BRADDOCK HILLS,BRADFORD WOODS,BRENTWOOD,BRIDGEVILLE,CARNEGIE,CASTLE SHANNON,CHALFANT,CHESWICK,CHURCHILL,CLAIRTON,COLLIER,CORAOPOLIS,CRAFTON,CRESCENT,DORMONT,DRAVOSBURG,DUQUESNE,EAST DEER,EAST MCKEESPORT,EAST PITTSBURGH,EDGEWOOD,EDGEWORTH,ELIZABETH,EMSWORTH,ETNA,FAWN,FINDLAY,FOREST HILLS,FORWARD,FOX CHAPEL,FRANKLIN PARK,FRAZER,GLASSPORT,GLEN OSBORNE,GLENFIELD,GREEN TREE,HAMPTON,HARMAR,HARRISON,HAYSVILLE,HEIDELBERG,HOMESTEAD,INDIANA,INGRAM,JEFFERSON HILLS,KENNEDY,KILBUCK,LEET,LEETSDALE,LIBERTY,LINCOLN,MARSHALL,MCCANDLESS,MCDONALD,MCKEES ROCKS,MCKEESPORT,MILLVALE,MONROEVILLE,MOON,MOUNT LEBANON,MOUNT OLIVER,MUNHALL,NEVILLE,NORTH BRADDOCK,NORTH FAYETTE,NORTH VERSAILLES,O'HARA,OAKDALE,OAKMONT,OHIO,PENN HILLS,PENNSBURY VILLAGE,PINE,PITCAIRN,PITTSBURGH,PLEASANT HILLS,PLUM,PORT VUE,RANKIN,RESERVE,RICHLAND,ROBINSON,ROSS,ROSSLYN FARMS,SCOTT,SEWICKLEY,SEWICKLEY HEIGHTS,SEWICKLEY HILLS,SHALER,SHARPSBURG,SOUTH FAYETTE,SOUTH PARK,SOUTH VERSAILLES,SPRINGDALE,STOWE,SWISSVALE,TARENTUM,THORNBURG,TRAFFORD,TURTLE CREEK,UPPER ST. CLAIR,VERONA,VERSAILLES,WALL,WEST DEER,WEST ELIZABETH,WEST HOMESTEAD,WEST MIFFLIN,WEST VIEW,WHITAKER,WHITE OAK,WHITEHALL,WILKINS,WILKINSBURG,WILMERDING
GREEN TREE,0.095806794,0.524732823,0.379443253,0.688786408,0.217864073,0.210468912,0.968597287,0.529883106,0.739911508,0.831740252,0.355370473,0.840663349,0.979694788,0.503129173,0.207209757,0.017651063,0.750023815,0.070173668,0.182148267,0.695714379,0.765479864,0.265342714,0.336123344,0.577547976,0.168834688,0.717727534,0.443356185,0.74967167,0.630703708,0.201546795,0.31218475,0.24652432,0.826673729,0.00659006,0.845040437,0.921700323,0.07119234,0.226316105,0.460610299,0.105060999,0.81669445,0.286121063,0.339834687,0.46983697,0.661406154,0.787176819,0.999934281,0.335484172,0.924021275,0.038959047,0.280134109,0.365640859,0.933872126,0.57645289,0.070784399,0.781687857,0.006297102,0.590848805,0.517741363,0.153462749,0.721573828,0.57542145,0.092262521,0.71808751,0.857551421,0.428430269,0.156294786,0.193700692,0.381764044,0.933407016,0.038195594,0.328907059,0.470356929,0.664568674,0.322644829,0.945844122,0.093114115,0.980759252,0.512831997,0.249467787,0.376510307,0.75533791,0.005118224,0.020654874,0.537506083,0.694690523,0.670642831,0.344126337,0.19643146,0.823743944,0.721327408,0.569036996,0.298545242,0.145582094,0.686648162,0.512446743,0.174444162,0.64643456,0.766847397,0.098899624,0.635420843,0.417024725,0.369333456,0.670985518,0.943159535,0.230325139,0.287328156,0.196267169,0.608178104,0.534471501,0.493737511,0.351778719,0.846815459,0.24245548,0.590995268,0.540379719,0.837702963,0.83830919,0.40030849,0.442119105,0.465179763,0.74561692,0.851790272,0.384192724,0.014258272,0.383103414,0.229904558
HAMPTON,0.39176604,0.055969816,0.255728735,0.363896602,0.940347081,0.922796118,0.165266539,0.496973304,0.850796761,0.809515089,0.239469943,0.257272696,0.146226902,0.405639497,0.068182113,0.070992151,0.898019361,0.076783032,0.128711737,0.762505402,0.948452284,0.578447572,0.20128131,0.543648336,0.517733819,0.604536461,0.582712734,0.458938114,0.108852435,0.573777179,0.606470349,0.777508276,0.631792673,0.529469263,0.940586099,0.013355664,0.835432483,0.979547043,0.162855327,0.768326619,0.107242112,0.010312098,0.094472683,0.187379517,0.99951113,0.965753851,0.359631026,0.850826951,0.722101137,0.813825561,0.673437762,0.193340408,0.220924867,0.548419396,0.189045143,0.706373034,0.940918884,0.945522966,0.365066184,0.087047378,0.424849158,0.117402578,0.880069118,0.298101878,0.469127766,0.171761857,0.590213587,0.772890468,0.203240553,0.258602709,0.089753477,0.034486946,0.455739403,0.623443753,0.366349683,0.148643691,0.695367435,0.55752905,0.620885394,0.426369586,0.738531214,0.148844414,0.076288769,0.692361924,0.367381511,0.847708534,0.151126338,0.554422776,0.986942615,0.077639702,0.866461452,0.054373994,0.356051246,0.354568697,0.920282438,0.949912255,0.75604295,0.380110338,0.437267647,0.755071618,0.032050538,0.431725071,0.044860026,0.216433844,0.850679279,0.766741442,0.752114072,0.513550512,0.46459579,0.721926422,0.608020456,0.765879202,0.694593673,0.136012095,0.005732339,0.305668752,0.004422577,0.468211046,0.209882619,0.605701305,0.669237344,0.913682922,0.048929441,0.288767704,0.848313094,0.451558709,0.181685715
HARMAR,0.634960115,0.173714241,0.911749335,0.704224596,0.727135964,0.565988397,0.103735952,0.557301339,0.619015588,0.452451934,0.953786958,0.049427504,0.049064206,0.121613678,0.293557685,0.458278634,0.682036032,0.909253289,0.177250333,0.715603929,0.90387186,0.271906521,0.1801089,0.060618179,0.853116647,0.683695089,0.779014073,0.490466849,0.830895096,0.751672649,0.515933395,0.194658313,0.460769702,0.255424092,0.742982438,0.001591209,0.732794424,0.111971217,0.913243117,0.764470516,0.060804065,0.085813759,0.565144175,0.75975159,0.467408069,0.758249363,0.76852076,0.350854768,0.439838903,0.429669975,0.137477,0.290969236,0.162010482,0.765689314,0.113919809,0.526294016,0.783187813,0.037149268,0.227230634,0.115548362,0.394143115,0.628193472,0.51651539,0.951827323,0.577896288,0.909822311,0.721491769,0.998432501,0.499796718,0.404672971,0.843868682,0.453252254,0.328995593,0.542986865,0.353784714,0.340360539,0.086196583,0.119547307,0.510034882,0.189795591,0.549496671,0.841912267,0.43400057,0.219055012,0.785438216,0.70585355,0.657174671,0.731226802,0.544880607,0.046944763,0.268980114,0.031947742,0.665469193,0.631711839,0.890996586,0.602507471,0.115706926,0.24814328,0.84358416,0.119484681,0.769860496,0.824166423,0.081397117,0.522361284,0.972195875,0.721749876,0.361769304,0.380235945,0.274159571,0.708737778,0.316658864,0.558666561,0.783950169,0.985517933,0.881122573,0.716262195,0.160035267,0.538782548,0.327796276,0.30114668,0.612075555,0.403298981,0.060718655,0.840655416,0.276890557,0.105169507,0.054445406
HARRISON,0.256976558,0.672873817,0.249021026,0.715087288,0.636946686,0.337806544,0.408693876,0.422303495,0.289822293,0.885472838,0.562144349,0.08110821,0.869213052,0.713387224,0.051881354,0.520036582,0.151848209,0.786091155,0.353978588,0.473016568,0.906876133,0.974894936,0.236310385,0.199792584,0.499523781,0.721685633,0.059821002,0.766195996,0.683469612,0.73742626,0.543012398,0.588870809,0.874454899,0.167868657,0.399617375,0.917448564,0.86780533,0.230362881,0.361124204,0.205915866,0.11776443,0.796515729,0.145739329,0.187921189,0.782311548,0.33949999,0.308769678,0.893905575,0.276108711,0.554081674,0.971494708,0.46758957,0.330924914,0.581453176,0.810885054,0.507277349,0.105228451,0.371798532,0.056352869,0.681912729,0.212926922,0.757875179,0.971589021,0.24071385,0.9143878,0.59654002,0.118502726,0.119515836,0.061775185,0.499093223,0.747573014,0.375645002,0.626515346,0.126048728,0.137007102,0.028534413,0.373820281,0.314330376,0.924214649,0.230745351,0.42302335,0.14504525,0.905130091,0.020777156,0.053116426,0.313166773,0.522760918,0.005709801,0.179180254,0.38129188,0.330423007,0.735973816,0.54247198,0.069646837,0.980979244,0.496743971,0.577656171,0.073227952,0.007552394,0.526424121,0.203117301,0.031116994,0.846800531,0.441929443,0.988624012,0.787062672,0.061278593,0.593083891,0.087081867,0.514274728,0.956252053,0.872900769,0.540453734,0.759249252,0.286704967,0.892149979,0.672913362,0.467182178,0.385438893,0.417813802,0.98223617,0.120300213,0.204338476,0.943142684,0.578702062,0.022115405,0.517147591
HAYSVILLE,0.592410538,0.63042587,0.495492121,0.71861734,0.419752904,0.50011484,0.687935867,0.399087728,0.747434955,0.102610588,0.355377948,0.78795145,0.000938172,0.879751234,0.574149473,0.87249361,0.026530606,0.99116233,0.20100061,0.737997387,0.134426437,0.816759839,0.480086091,0.60956737,0.693870455,0.026632329,0.157566172,0.761367871,0.397286102,0.382539301,0.261405504,0.410875713,0.287093933,0.769799562,0.107506104,0.359021704,0.736431843,0.305998767,0.532779425,0.722241524,0.18975682,0.141082001,0.437924773,0.957542912,0.150190197,0.479925688,0.762856218,0.199943831,0.507510357,0.692123874,0.759163886,0.903120865,0.62592652,0.359572408,0.611720904,0.99028309,0.915932925,0.501160879,0.536155656,0.001029345,0.528491248,0.424171187,0.763284509,0.733493855,0.83347291,0.935523949,0.324451785,0.642750223,0.407436657,0.422561543,0.137438536,0.622581922,0.474566392,0.696347035,0.698277062,0.285786165,0.414690591,0.145121257,0.805018112,0.286280544,0.326324986,0.87955826,0.538420732,0.068147888,0.165639049,0.760681752,0.778073373,0.972791091,0.554537156,0.09030463,0.308586415,0.05143263,0.772137335,0.81722313,0.748255402,0.959323471,0.914747737,0.990489759,0.611670655,0.681488361,0.778909988,0.770406854,0.390132225,0.995163366,0.662317749,0.347055534,0.515868298,0.651552767,0.706379765,0.630898625,0.147376709,0.477859334,0.971718342,0.310924151,0.565540636,0.882938235,0.201872193,0.23247812,0.745759315,0.200703199,0.599020753,0.598597683,0.140026619,0.214140758,0.269409874,0.214412616,0.352436075
HEIDELBERG,0.997016453,0.578669003,0.844698561,0.425537078,0.988304273,0.916758796,0.149464442,0.845578836,0.039728416,0.174114195,0.774535794,0.147466126,0.863199457,0.583676643,0.494689982,0.395882344,0.383149342,0.492405206,0.152394744,0.622468559,0.787979648,0.608077502,0.971122281,0.90820146,0.242628631,0.498305008,0.011464658,0.748179441,0.382636589,0.071122313,0.586016795,0.431935907,0.531061479,0.955738189,0.902118272,0.138365081,0.543178243,0.884390244,0.025453124,0.034781163,0.873491621,0.459684427,0.637655155,0.445353163,0.407935371,0.011717236,0.938556433,0.479143705,0.797695002,0.764218171,0.425511812,0.293485672,0.378622924,0.989398165,0.250614763,0.866300329,0.327234802,0.162779262,0.095520559,0.445408291,0.214834916,0.18167719,0.247601086,0.310047859,0.89911486,0.951962011,0.360781196,0.872306473,0.788488951,0.111576693,0.378133889,0.119820986,0.529175431,0.925757779,0.582260237,0.966044744,0.090698215,0.395114132,0.91947717,0.867464536,0.483525787,0.272583217,0.990842676,0.132048666,0.265422459,0.582187099,0.32326012,0.561110229,0.205596797,0.232877317,0.503109676,0.673431583,0.40881684,0.570015224,0.109421945,0.95391484,0.380454055,0.803133697,0.294782683,0.227790336,0.227259812,0.410953076,0.972595768,0.421910573,0.540884293,0.491825646,0.127370645,0.035664087,0.488016955,0.051147272,0.239419555,0.134494227,0.211514918,0.12389521,0.647229992,0.490249191,0.605588115,0.646990082,0.431586857,0.820184796,0.811654784,0.775213299,0.842909201,0.392517606,0.755575436,0.90735991,0.811433056
HOMESTEAD,0.242022942,0.808372327,0.832976871,0.356893498,0.56739626,0.523795854,0.592578535,0.637136329,0.647655877,0.967105593,0.991923472,0.161224007,0.848030924,0.556946465,0.83809708,0.29758561,0.544052772,0.153413722,0.21374794,0.395055407,0.360625344,0.051717935,0.893176456,0.464137633,0.009894602,0.484160124,0.096420515,0.101980038,0.678664653,0.6591771,0.493732359,0.015761723,0.191820097,0.2333421,0.423152367,0.459404842,0.593937742,0.808276642,0.499116763,0.068617514,0.797047692,0.433757013,0.467614204,0.08935029,0.275786057,0.073564725,0.088469458,0.944424745,0.110928597,0.630216873,0.527327763,0.167335078,0.480938188,0.685675267,0.157165037,0.36236761,0.080764679,0.871458948,0.832582165,0.59987902,0.421283735,0.606653519,0.149039418,0.206689517,0.109577159,0.546261505,0.226357212,0.57862738,0.632760429,0.681719492,0.463458406,0.710111215,0.342821114,0.609269744,0.240038206,0.876873049,0.098698184,0.861755324,0.012327859,0.952362843,0.381022449,0.240866377,0.650449741,0.656621185,0.430523484,0.162583497,0.852460661,0.260180477,0.055501259,0.634544613,0.867772405,0.087820455,0.078962236,0.326735383,0.140962424,0.248932022,0.588764087,0.393420823,0.153109909,0.251203787,0.481613422,0.127359008,0.534590308,0.239110526,0.839265927,0.111706963,0.362791586,0.186635617,0.320634866,0.291227385,0.763992893,0.357014556,0.666917716,0.22959466,0.940447927,0.383432487,0.99885401,0.692875273,0.960811302,0.497278528,0.830554927,0.760430674,0.121603769,0.796488703,0.725929875,0.723592234,0.385212705
INDIANA,0.761248633,0.878504981,0.035622907,0.815860087,0.601931969,0.082521022,0.409053253,0.474271063,0.172964421,0.878712662,0.140929511,0.910082972,0.345446049,0.421518221,0.455465394,0.612143644,0.062444877,0.591372416,0.944315194,0.584852809,0.288048486,0.197523612,0.065576361,0.597477349,0.468719832,0.670997646,0.959615562,0.190447194,0.868884544,0.311978196,0.507826057,0.219064855,0.636829485,0.166119209,0.157416899,0.263140876,0.555510267,0.465863262,0.317107413,0.800956268,0.667705517,0.76442678,0.198963498,0.333237596,0.119945753,0.669268463,0.349399517,0.159448577,0.241583181,0.334710906,0.447168722,0.499049096,0.118524133,0.775034657,0.846002371,0.317655495,0.125555237,0.918832318,0.285210524,0.593978966,0.788352391,0.17011407,0.126487894,0.725301174,0.025966133,0.27972407,0.471838848,0.248751108,0.671102746,0.163124486,0.900918376,0.75925617,0.551175675,0.638129676,0.102834098,0.642096616,0.687707353,0.499845835,0.460363667,0.494376155,0.037175181,0.4198748,0.106623626,0.522001326,0.187281969,0.545074875,0.913573715,0.451187195,0.125275537,0.743340182,0.515826349,0.26499013,0.679717922,0.556503692,0.462890326,0.230441422,0.968333927,0.613125197,0.654374684,0.944997106,0.650873669,0.086053923,0.293715686,0.407905953,0.32573281,0.445773701,0.904713013,0.596764251,0.537324995,0.146593422,0.548361511,0.216847288,0.577566917,0.407078614,0.396654563,0.0762817,0.536591717,0.744542655,0.606822269,0.493527052,0.618757768,0.384960004,0.621504013,0.02438545,0.991721848,0.254407243,0.053052047
INGRAM,0.04768592,0.159669094,0.60909641,0.905678531,0.805070298,0.087910523,0.41842429,0.595491633,0.691768807,0.886099804,0.253827521,0.123635351,0.122428612,0.985141633,0.746864921,0.822143081,0.246116832,0.761297913,0.867851289,0.227158935,0.27039774,0.72304566,0.448270259,0.659079,0.11149319,0.181903524,0.408662626,0.015110482,0.875708889,0.35943658,0.656757429,0.41591492,0.900631661,0.43531137,0.658533256,0.097026933,0.127842191,0.697771847,0.854085105,0.46664195,0.538754369,0.285127823,0.869969566,0.913854653,0.681169708,0.505395383,0.037535456,0.838385807,0.904767371,0.82423799,0.6056924,0.924575226,0.441854332,0.004043541,0.540370971,0.242419859,0.03816192,0.397399676,0.356643662,0.316882003,0.261460402,0.967574017,0.631689379,0.927371205,0.490167319,0.493024177,0.031841031,0.355944409,0.08653495,0.258623633,0.535714851,0.128618113,0.442057974,0.221137422,0.131336621,0.475904165,0.110343501,0.112151968,0.493327564,0.749465809,0.301061152,0.925454708,0.291235573,0.487243408,0.966579914,0.08856604,0.829881072,0.943253797,0.472100221,0.192421252,0.722942598,0.247703287,0.633680772,0.037929007,0.237557391,0.482271667,0.796710487,0.910253141,0.364780388,0.290124666,0.156873279,0.48819374,0.975824073,0.047629554,0.675774568,0.408482133,0.180551057,0.933227566,0.391482405,0.130931777,0.593099435,0.358652307,0.804909619,0.439786673,0.354478133,0.749993271,0.52179527,0.002431665,0.278439239,0.942699962,0.259985388,0.950979349,0.170961488,0.505044379,0.206282824,0.33310125,0.099820994
JEFFERSON HILLS,0.825188267,0.272913829,0.191516852,0.852808879,0.254990672,0.645604185,0.440884884,0.30122755,0.185991821,0.504552508,0.842400574,0.166788896,0.74112209,0.83532106,0.631589972,0.609764212,0.127816277,0.900399359,0.126324934,0.446807419,0.951508596,0.273942736,0.015982663,0.879859247,0.946350955,0.302667315,0.292895674,0.809839555,0.718338297,0.991108033,0.161656683,0.752938805,0.500868451,0.756545375,0.617876848,0.282972761,0.10175512,0.267377797,0.117433618,0.693478772,0.36784532,0.998698573,0.549671577,0.81019664,0.518474118,0.333557242,0.527305922,0.632093751,0.005118971,0.645498798,0.913278842,0.714867718,0.678964124,0.582902115,0.353710373,0.961105948,0.409011299,0.295475463,0.831981937,0.923196402,0.798286385,0.631433609,0.441160909,0.212968807,0.410093361,0.820686295,0.541513932,0.570986727,0.086050928,0.477789253,0.354826083,0.932821783,0.948406251,0.843348764,0.32842444,0.361132059,0.99761509,0.227866247,0.645793793,0.375803019,0.005757652,0.269539351,0.02125446,0.132205804,0.392645351,0.380104212,0.731901525,0.060881035,0.034829479,0.687786969,0.385512064,0.813155396,0.378632244,0.382415811,0.11772631,0.436663015,0.174802589,0.523328905,0.877773611,0.444852144,0.375110271,0.579257156,0.487824955,0.296593089,0.796140923,0.484605251,0.496019544,0.32381701,0.280572043,0.264193679,0.971818424,0.173434751,0.12821712,0.674159179,0.49368414,0.787971949,0.927020259,0.74998421,0.999667337,0.175968232,0.52930756,0.825193624,0.64297336,0.349481475,0.590953732,0.288385928,0.14411734
KENNEDY,0.669107758,0.28639077,0.989233894,0.779983094,0.987668599,0.275492008,0.534567886,0.09325493,0.603899658,0.784430012,0.29226824,0.00247423,0.984421629,0.724066237,0.063128382,0.917473416,0.985791097,0.083514159,0.637643968,0.46789802,0.552221514,0.895006508,0.287741269,0.390369558,0.603706985,0.002943666,0.382587323,0.358769774,0.839624079,0.081553495,0.753953834,0.689600789,0.399716778,0.685349902,0.244168488,0.59831857,0.014161921,0.071680128,0.06220476,0.748546861,0.800977689,0.09926625,0.51493573,0.602332684,0.046201156,0.975619438,0.050650669,0.446555682,0.531340508,0.1411454,0.533729089,0.885483455,0.769665951,0.196873913,0.411139587,0.164611127,0.478295596,0.690638547,0.489855593,0.828576058,0.247174547,0.700201938,0.031875345,0.799558533,0.828004355,0.934718772,0.586054451,0.670833421,0.783707731,0.633782661,0.542998595,0.465410944,0.564017822,0.14143424,0.081755594,0.155311521,0.210028479,0.743803178,0.277780956,0.604413255,0.633050483,0.563871973,0.009588649,0.605355831,0.994080042,0.011192823,0.420625463,0.49306031,0.879743411,0.588713568,0.325728717,0.063743984,0.95839964,0.403337784,0.322645806,0.863007294,0.181560156,0.166772604,0.731300334,0.570296993,0.490979657,0.713225421,0.412881928,0.758255404,0.803130781,0.897530471,0.199364216,0.48621632,0.017110177,0.20693721,0.638584597,0.94180344,0.401044427,0.777704014,0.185187752,0.567142444,0.068416332,0.734440773,0.20751598,0.617052146,0.095670727,0.46068358,0.313376288,0.952539905,0.394185656,0.749169221,0.422188757
KILBUCK,0.163087527,0.595642018,0.563346899,0.668995618,0.824364214,0.713584591,0.219428919,0.066240348,0.178699245,0.987061924,0.856482956,0.738730148,0.587782309,0.095907697,0.444997983,0.765957825,0.818843004,0.161053718,0.503873119,0.225177189,0.026936097,0.737092931,0.687850577,0.649695292,0.347023298,0.814533858,0.055945424,0.462688366,0.052865814,0.261478435,0.719926233,0.314119664,0.112959813,0.257615244,0.166739812,0.831430805,0.535893735,0.291323356,0.831039818,0.705814687,0.581980033,0.116438362,0.10831189,0.093664499,0.729930279,0.781939324,0.130170862,0.572275907,0.957418952,0.812605727,0.619233367,0.107855624,0.780988501,0.954262832,0.330471076,0.77211568,0.469106824,0.404452403,0.275293042,0.521400633,0.817734272,0.072285806,0.963069506,0.133675426,0.10930813,0.339187864,0.45984638,0.082584,0.275937861,0.424008828,0.875185344,0.831684164,0.340665537,0.802993513,0.174180465,0.659465246,0.273462064,0.189460611,0.046863844,0.407007368,0.497901274,0.005622079,0.478960038,0.543311263,0.130337102,0.356112185,0.357678711,0.900493481,0.684869179,0.248532382,0.284591893,0.22284016,0.169900488,0.898066581,0.905937789,0.381060805,0.085354488,0.60525919,0.73774122,0.775722266,0.948723142,0.945284836,0.381441288,0.098540222,0.335793809,0.576336505,0.662059939,0.260326035,0.095276723,0.406530393,0.772568465,0.400367878,0.256600118,0.138935758,0.036868251,0.028959841,0.016205934,0.632500082,0.137875885,0.251008629,0.862481759,0.199889129,0.712307797,0.098376405,0.608234228,0.178463341,0.07957305
LEET,0.073946989,0.531853663,0.10639618,0.126869488,0.569395232,0.887185958,0.925372722,0.484100542,0.22615009,0.33631475,0.414939,0.769532027,0.934501188,0.766401906,0.788572974,0.713313453,0.139467303,0.63090529,0.160374936,0.863400705,0.042476307,0.980329945,0.278571306,0.098021207,0.591251473,0.712557013,0.260963212,0.672855671,0.069820336,0.840760764,0.108687201,0.437746665,0.440334702,0.035709081,0.762066061,0.201763273,0.210070896,0.802692078,0.975891725,0.624028256,0.264819475,0.677569414,0.381134529,0.83094702,0.785472588,0.408160271,0.942534266,0.043888156,0.560911447,0.090718736,0.738938325,0.460163316,0.278123883,0.029142404,0.968907093,0.737956205,0.223386725,0.512180088,0.526593575,0.257797801,0.870912238,0.496622972,0.666738655,0.769480773,0.683080736,0.399990013,0.959694896,0.247714745,0.468489,0.82323593,0.767021211,0.896736575,0.761045319,0.52995297,0.768177871,0.264579262,0.79087036,0.295428001,0.402620105,0.968563201,0.833037529,0.819637939,0.51137613,0.390215075,0.522198095,0.917149915,0.730990294,0.694561541,0.708037866,0.59481629,0.497693128,0.989136268,0.99976046,0.796710751,0.515755193,0.994604879,0.833101484,0.374391569,0.130670358,0.4106407,0.40356748,0.595393552,0.226707846,0.234181488,0.534848537,0.086809962,0.479212595,0.817066829,0.947866155,0.997894027,0.328267159,0.338820121,0.293048379,0.266779295,0.287758197,0.794117639,0.06061677,0.220523215,0.448076937,0.712632365,0.573494013,0.094050508,0.316248709,0.218347407,0.296863195,0.796457526,0.62945105
LEETSDALE,0.432098573,0.70482996,0.5366379,0.231228693,0.576136732,0.190022076,0.898508535,0.45626423,0.473281938,0.546468789,0.556682306,0.459767378,0.474703952,0.254991393,0.951267616,0.611010361,0.052904057,0.778457688,0.814058301,0.680826451,0.825844361,0.040138121,0.763370626,0.512091381,0.389513738,0.092510756,0.417213856,0.274704563,0.686097526,0.363485043,0.964595966,0.043581686,0.382640139,0.816756558,0.820624581,0.559417751,0.814384594,0.469863446,0.829254168,0.864665134,0.102976695,0.714064967,0.399415244,0.018183038,0.95982129,0.032789952,0.139828625,0.170693531,0.708880699,0.032347351,0.486624149,0.796410293,0.668260864,0.710694758,0.045827842,0.451969841,0.530142861,0.267475783,0.183484101,0.655761706,0.013514313,0.481136466,0.986730417,0.814093749,0.084802776,0.989337524,0.730498808,0.254192137,0.883102184,0.446183839,0.440142364,0.761425449,0.254258374,0.626519742,0.280409977,0.195762259,0.498954702,0.306032067,0.163734531,0.856547885,0.435127445,0.39080168,0.706060885,0.748431448,0.378173121,0.791967925,0.90565913,0.589955554,0.498107742,0.756321435,0.773975066,0.86515034,0.529486769,0.813707273,0.915760606,0.813111352,0.706967822,0.042222642,0.714675635,0.276580478,0.624910289,0.477280993,0.198321936,0.029875278,0.891994006,0.45753185,0.149343384,0.184582086,0.602798725,0.231423754,0.294016312,0.886365433,0.033245036,0.729241848,0.861508829,0.561678034,0.921268763,0.931236034,0.154826553,0.154757551,0.820296071,0.202238968,0.534384498,0.205207618,0.126122372,0.265988767,0.963992948
