,selected_zone,zone_value,value
601,ROBINSON,BELL ACRES,0.001967226
602,ROSS,BELL ACRES,0.099241559
603,ROSSLYN FARMS,BELL ACRES,0.108013391
604,SCOTT,BELL ACRES,0.715123292
605,SEWICKLEY,BELL ACRES,0.894671216
606,SEWICKLEY HEIGHTS,BELL ACRES,0.265325722
607,SEWICKLEY HILLS,BELL ACRES,0.397785979
608,SHALER,BELL ACRES,0.826828275
609,SHARPSBURG,BELL ACRES,0.551911408
610,SOUTH FAYETTE,BELL ACRES,0.244834867
611,SOUTH PARK,BELL ACRES,0.825521491
612,SOUTH VERSAILLES,BELL ACRES,0.549771363
613,SPRINGDALE,BELL ACRES,0.530502042
614,STOWE,BELL ACRES,0.633732321
615,SWISSVALE,BELL ACRES,0.624866471
616,TARENTUM,BELL ACRES,0.498971647
617,THORNBURG,BELL ACRES,0.40378359
618,TRAFFORD,BELL ACRES,0.164541378
619,TURTLE CREEK,BELL ACRES,0.560819598
620,UPPER ST. CLAIR,BELL ACRES,0.332325337
621,VERONA,BELL ACRES,0.017584045
622,VERSAILLES,BELL ACRES,0.173832292
623,WALL,BELL ACRES,0.456522368
624,WEST DEER,BELL ACRES,0.347709334
625,WEST ELIZABETH,BELL ACRES,0.887234434
626,WEST HOMESTEAD,BELL ACRES,0.033748467
627,WEST MIFFLIN,BELL ACRES,0.827352253
628,WEST VIEW,BELL ACRES,0.236654358
629,WHITAKER,BELL ACRES,0.608016857
630,WHITE OAK,BELL ACRES,0.622069016
631,WHITEHALL,BELL ACRES,0.074583924
632,WILKINS,BELL ACRES,0.640792524
633,WILKINSBURG,BELL ACRES,0.339025857
634,WILMERDING,BELL ACRES,0.657226303
635,ALEPPO,BELLEVUE,0.163813667
636,ASPINWALL,BELLEVUE,0.081320151
637,AVALON,BELLEVUE,0.454500929
638,BALDWIN,BELLEVUE,0.200690283
639,BELL ACRES,BELLEVUE,0.504621304
640,BELLEVUE,BELLEVUE,0.821475138
641,BEN AVON,BELLEVUE,0.004387789
642,BEN AVON HEIGHTS,BELLEVUE,0.15562476
643,BETHEL PARK,BELLEVUE,0.275629794
644,BLAWNOX,BELLEVUE,0.583155423
645,BRACKENRIDGE,BELLEVUE,0.33470045
646,BRADDOCK,BELLEVUE,0.019017987
647,BRADDOCK HILLS,BELLEVUE,0.746389328
648,BRADFORD WOODS,BELLEVUE,0.060364151
649,BRENTWOOD,BELLEVUE,0.638466545
650,BRIDGEVILLE,BELLEVUE,0.184977641
651,CARNEGIE,BELLEVUE,0.270018503
652,CASTLE SHANNON,BELLEVUE,0.353935289
653,CHALFANT,BELLEVUE,0.376008315
654,CHESWICK,BELLEVUE,0.812678167
655,CHURCHILL,BELLEVUE,0.153010757
656,CLAIRTON,BELLEVUE,0.229649274
657,COLLIER,BELLEVUE,0.2305332
658,CORAOPOLIS,BELLEVUE,0.738027388
659,CRAFTON,BELLEVUE,0.271660554
660,CRESCENT,BELLEVUE,0.331119173
661,DORMONT,BELLEVUE,0.901918375
662,DRAVOSBURG,BELLEVUE,0.19641323
663,DUQUESNE,BELLEVUE,0.168148962
664,EAST DEER,BELLEVUE,0.145416966
665,EAST MCKEESPORT,BELLEVUE,0.355148054
666,EAST PITTSBURGH,BELLEVUE,0.216956084
667,EDGEWOOD,BELLEVUE,0.721854655
668,EDGEWORTH,BELLEVUE,0.097656167
669,ELIZABETH,BELLEVUE,0.287754378
670,EMSWORTH,BELLEVUE,0.894853695
671,ETNA,BELLEVUE,0.139877285
672,FAWN,BELLEVUE,0.730051635
673,FINDLAY,BELLEVUE,0.769871227
674,FOREST HILLS,BELLEVUE,0.530122151
675,FORWARD,BELLEVUE,0.259345917
676,FOX CHAPEL,BELLEVUE,0.731595244
677,FRANKLIN PARK,BELLEVUE,0.264506072
678,FRAZER,BELLEVUE,0.334002606
679,GLASSPORT,BELLEVUE,0.265794536
680,GLEN OSBORNE,BELLEVUE,0.223467456
681,GLENFIELD,BELLEVUE,0.339693064
682,GREEN TREE,BELLEVUE,0.210468912
683,HAMPTON,BELLEVUE,0.922796118
684,HARMAR,BELLEVUE,0.565988397
685,HARRISON,BELLEVUE,0.337806544
686,HAYSVILLE,BELLEVUE,0.50011484
687,HEIDELBERG,BELLEVUE,0.916758796
688,HOMESTEAD,BELLEVUE,0.523795854
689,INDIANA,BELLEVUE,0.082521022
690,INGRAM,BELLEVUE,0.087910523
691,JEFFERSON HILLS,BELLEVUE,0.645604185
692,KENNEDY,BELLEVUE,0.275492008
693,KILBUCK,BELLEVUE,0.713584591
694,LEET,BELLEVUE,0.887185958
695,LEETSDALE,BELLEVUE,0.190022076
696,LIBERTY,BELLEVUE,0.569140205
697,LINCOLN,BELLEVUE,0.949773134
698,MARSHALL,BELLEVUE,0.476207067
699,MCCANDLESS,BELLEVUE,0.748047849
700,MCDONALD,BELLEVUE,0.948528183
701,MCKEES ROCKS,BELLEVUE,0.59036776
702,MCKEESPORT,BELLEVUE,0.123064611
703,MILLVALE,BELLEVUE,0.51876911
704,MONROEVILLE,BELLEVUE,0.593060029
705,MOON,BELLEVUE,0.273865246
706,MOUNT LEBANON,BELLEVUE,0.787737933
707,MOUNT OLIVER,BELLEVUE,0.499617555
708,MUNHALL,BELLEVUE,0.155518557
709,NEVILLE,BELLEVUE,0.608021633
710,NORTH BRADDOCK,BELLEVUE,0.021286818
711,NORTH FAYETTE,BELLEVUE,0.466486164
712,NORTH VERSAILLES,BELLEVUE,0.964302322
713,O'HARA,BELLEVUE,0.66363376
714,OAKDALE,BELLEVUE,0.229564917
715,OAKMONT,BELLEVUE,0.154772618
716,OHIO,BELLEVUE,0.426392443
717,PENN HILLS,BELLEVUE,0.786087153
718,PENNSBURY VILLAGE,BELLEVUE,0.657239212
719,PINE,BELLEVUE,0.466662603
720,PITCAIRN,BELLEVUE,0.614466666
721,PITTSBURGH,BELLEVUE,0.254545822
722,PLEASANT HILLS,BELLEVUE,0.715162531
723,PLUM,BELLEVUE,0.456572836
724,PORT VUE,BELLEVUE,0.427718285
725,RANKIN,BELLEVUE,0.411061835
726,RESERVE,BELLEVUE,0.807243117
727,RICHLAND,BELLEVUE,0.462890176
728,ROBINSON,BELLEVUE,0.694141618
729,ROSS,BELLEVUE,0.200068156
730,ROSSLYN FARMS,BELLEVUE,0.824274388
731,SCOTT,BELLEVUE,0.969017121
732,SEWICKLEY,BELLEVUE,0.764953605
733,SEWICKLEY HEIGHTS,BELLEVUE,0.612454958
734,SEWICKLEY HILLS,BELLEVUE,0.348515861
735,SHALER,BELLEVUE,0.960686903
736,SHARPSBURG,BELLEVUE,0.671324652
737,SOUTH FAYETTE,BELLEVUE,0.259316679
738,SOUTH PARK,BELLEVUE,0.928148441
739,SOUTH VERSAILLES,BELLEVUE,0.402138779
740,SPRINGDALE,BELLEVUE,0.268732607
741,STOWE,BELLEVUE,0.95271241
742,SWISSVALE,BELLEVUE,0.876475778
743,TARENTUM,BELLEVUE,0.672771168
744,THORNBURG,BELLEVUE,0.954497374
745,TRAFFORD,BELLEVUE,0.216218577
746,TURTLE CREEK,BELLEVUE,0.372529119
747,UPPER ST. CLAIR,BELLEVUE,0.624293637
748,VERONA,BELLEVUE,0.507715249
749,VERSAILLES,BELLEVUE,0.821001594
750,WALL,BELLEVUE,0.974543639
751,WEST DEER,BELLEVUE,0.4761091
752,WEST ELIZABETH,BELLEVUE,0.087824335
753,WEST HOMESTEAD,BELLEVUE,0.984433128
754,WEST MIFFLIN,BELLEVUE,0.35672446
755,WEST VIEW,BELLEVUE,0.345829929
756,WHITAKER,BELLEVUE,0.236990658
757,WHITE OAK,BELLEVUE,0.692206821
758,WHITEHALL,BELLEVUE,0.64763371
759,WILKINS,BELLEVUE,0.22090266
760,WILKINSBURG,BELLEVUE,0.483987268
761,WILMERDING,BELLEVUE,0.487323068
762,ALEPPO,BEN AVON,0.21154325
763,ASPINWALL,BEN AVON,0.703254916
764,AVALON,BEN AVON,0.606179216
765,BALDWIN,BEN AVON,0.755296829
766,BELL ACRES,BEN AVON,0.627709953
767,BELLEVUE,BEN AVON,0.949508706
768,BEN AVON,BEN AVON,0.614176735
769,BEN AVON HEIGHTS,BEN AVON,0.804311522
770,BETHEL PARK,BEN AVON,0.206660565
771,BLAWNOX,BEN AVON,0.298803917
772,BRACKENRIDGE,BEN AVON,0.03544367
773,BRADDOCK,BEN AVON,0.086450909
774,BRADDOCK HILLS,BEN AVON,0.538206879
775,BRADFORD WOODS,BEN AVON,0.492457177
776,BRENTWOOD,BEN AVON,0.136166762
777,BRIDGEVILLE,BEN AVON,0.012748164
778,CARNEGIE,BEN AVON,0.376982816
779,CASTLE SHANNON,BEN AVON,0.893080427
780,CHALFANT,BEN AVON,0.129969357
781,CHESWICK,BEN AVON,0.070918815
782,CHURCHILL,BEN AVON,0.086263636
783,CLAIRTON,BEN AVON,0.828373235
784,COLLIER,BEN AVON,0.362633934
785,CORAOPOLIS,BEN AVON,0.855565573
786,CRAFTON,BEN AVON,0.788497831
787,CRESCENT,BEN AVON,0.041099804
788,DORMONT,BEN AVON,0.938554891
789,DRAVOSBURG,BEN AVON,0.272053018
790,DUQUESNE,BEN AVON,0.696917737
791,EAST DEER,BEN AVON,0.107276459
792,EAST MCKEESPORT,BEN AVON,0.695455918
793,EAST PITTSBURGH,BEN AVON,0.638911222
794,EDGEWOOD,BEN AVON,0.430697272
795,EDGEWORTH,BEN AVON,0.54766811
796,ELIZABETH,BEN AVON,0.654030525
797,EMSWORTH,BEN AVON,0.096873799
798,ETNA,BEN AVON,0.839939726
799,FAWN,BEN AVON,0.333018867
800,FINDLAY,BEN AVON,0.214626347
801,FOREST HILLS,BEN AVON,0.032943166
802,FORWARD,BEN AVON,0.365694365
803,FOX CHAPEL,BEN AVON,0.324908797
804,FRANKLIN PARK,BEN AVON,0.866546628
805,FRAZER,BEN AVON,0.412751281
806,GLASSPORT,BEN AVON,0.674650198
807,GLEN OSBORNE,BEN AVON,0.005781699
808,GLENFIELD,BEN AVON,0.985239798
809,GREEN TREE,BEN AVON,0.968597287
810,HAMPTON,BEN AVON,0.165266539
811,HARMAR,BEN AVON,0.103735952
812,HARRISON,BEN AVON,0.408693876
813,HAYSVILLE,BEN AVON,0.687935867
814,HEIDELBERG,BEN AVON,0.149464442
815,HOMESTEAD,BEN AVON,0.592578535
816,INDIANA,BEN AVON,0.409053253
817,INGRAM,BEN AVON,0.41842429
818,JEFFERSON HILLS,BEN AVON,0.440884884
819,KENNEDY,BEN AVON,0.534567886
820,KILBUCK,BEN AVON,0.219428919
821,LEET,BEN AVON,0.925372722
822,LEETSDALE,BEN AVON,0.898508535
823,LIBERTY,BEN AVON,0.374700914
824,LINCOLN,BEN AVON,0.636583385
825,MARSHALL,BEN AVON,0.789102467
826,MCCANDLESS,BEN AVON,0.968326213
827,MCDONALD,BEN AVON,0.368818819
828,MCKEES ROCKS,BEN AVON,0.524201207
829,MCKEESPORT,BEN AVON,0.692106857
830,MILLVALE,BEN AVON,0.516256197
831,MONROEVILLE,BEN AVON,0.645240006
832,MOON,BEN AVON,0.575699905
833,MOUNT LEBANON,BEN AVON,0.887858983
834,MOUNT OLIVER,BEN AVON,0.239373701
835,MUNHALL,BEN AVON,0.338845861
836,NEVILLE,BEN AVON,0.232667188
837,NORTH BRADDOCK,BEN AVON,0.372879807
838,NORTH FAYETTE,BEN AVON,0.40312246
839,NORTH VERSAILLES,BEN AVON,0.349786516
840,O'HARA,BEN AVON,0.698516145
841,OAKDALE,BEN AVON,0.540189277
842,OAKMONT,BEN AVON,0.987129069
843,OHIO,BEN AVON,0.063997065
844,PENN HILLS,BEN AVON,0.624791764
845,PENNSBURY VILLAGE,BEN AVON,0.811225576
846,PINE,BEN AVON,0.095006933
847,PITCAIRN,BEN AVON,0.73345108
848,PITTSBURGH,BEN AVON,0.638606321
849,PLEASANT HILLS,BEN AVON,0.756383128
850,PLUM,BEN AVON,0.56151926
851,PORT VUE,BEN AVON,0.086529023
852,RANKIN,BEN AVON,0.216974562
853,RESERVE,BEN AVON,0.055830086
854,RICHLAND,BEN AVON,0.710142174
855,ROBINSON,BEN AVON,0.883618
856,ROSS,BEN AVON,0.116229667
857,ROSSLYN FARMS,BEN AVON,0.427473969
858,SCOTT,BEN AVON,0.590389431
859,SEWICKLEY,BEN AVON,0.329897436
860,SEWICKLEY HEIGHTS,BEN AVON,0.387459983
861,SEWICKLEY HILLS,BEN AVON,0.657906032
862,SHALER,BEN AVON,0.439696113
863,SHARPSBURG,BEN AVON,0.425238507
864,SOUTH FAYETTE,BEN AVON,0.024763757
865,SOUTH PARK,BEN AVON,0.860783537
866,SOUTH VERSAILLES,BEN AVON,0.011129972
867,SPRINGDALE,BEN AVON,0.039272801
868,STOWE,BEN AVON,0.840125947
869,SWISSVALE,BEN AVON,0.096722496
870,TARENTUM,BEN AVON,0.309473197
871,THORNBURG,BEN AVON,0.682686962
872,TRAFFORD,BEN AVON,0.019578631
873,TURTLE CREEK,BEN AVON,0.239973104
874,UPPER ST. CLAIR,BEN AVON,0.509716138
875,VERONA,BEN AVON,0.200618693
876,VERSAILLES,BEN AVON,0.828653639
877,WALL,BEN AVON,0.32043101
878,WEST DEER,BEN AVON,0.470320757
879,WEST ELIZABETH,BEN AVON,0.72791755
880,WEST HOMESTEAD,BEN AVON,0.671509896
881,WEST MIFFLIN,BEN AVON,0.236329178
882,WEST VIEW,BEN AVON,0.447869459
883,WHITAKER,BEN AVON,0.580861828
884,WHITE OAK,BEN AVON,0.595207845
885,WHITEHALL,BEN AVON,0.962647757
886,WILKINS,BEN AVON,0.455947191
887,WILKINSBURG,BEN AVON,0.770588992
888,WILMERDING,BEN AVON,0.726043141
889,ALEPPO,BEN AVON HEIGHTS,0.198727452
890,ASPINWALL,BEN AVON HEIGHTS,0.921916983
891,AVALON,BEN AVON HEIGHTS,0.619473916
892,BALDWIN,BEN AVON HEIGHTS,0.380314747
893,BELL ACRES,BEN AVON HEIGHTS,0.04162196
894,BELLEVUE,BEN AVON HEIGHTS,0.321926082
895,BEN AVON,BEN AVON HEIGHTS,0.202702005
896,BEN AVON HEIGHTS,BEN AVON HEIGHTS,0.590960445
897,BETHEL PARK,BEN AVON HEIGHTS,0.596554092
898,BLAWNOX,BEN AVON HEIGHTS,0.375273478
899,BRACKENRIDGE,BEN AVON HEIGHTS,0.760366698
900,BRADDOCK,BEN AVON HEIGHTS,0.512395506
901,BRADDOCK HILLS,BEN AVON HEIGHTS,0.03188488
902,BRADFORD WOODS,BEN AVON HEIGHTS,0.732441082
903,BRENTWOOD,BEN AVON HEIGHTS,0.43293757
904,BRIDGEVILLE,BEN AVON HEIGHTS,0.246268096
905,CARNEGIE,BEN AVON HEIGHTS,0.136068108
906,CASTLE SHANNON,BEN AVON HEIGHTS,0.03606701
907,CHALFANT,BEN AVON HEIGHTS,0.447261022
908,CHESWICK,BEN AVON HEIGHTS,0.700496912
909,CHURCHILL,BEN AVON HEIGHTS,0.548846524
910,CLAIRTON,BEN AVON HEIGHTS,0.468957085
911,COLLIER,BEN AVON HEIGHTS,0.782210873
912,CORAOPOLIS,BEN AVON HEIGHTS,0.56207302
913,CRAFTON,BEN AVON HEIGHTS,0.477407825
914,CRESCENT,BEN AVON HEIGHTS,0.424490756
915,DORMONT,BEN AVON HEIGHTS,0.74063069
916,DRAVOSBURG,BEN AVON HEIGHTS,0.732080919
917,DUQUESNE,BEN AVON HEIGHTS,0.829486984
918,EAST DEER,BEN AVON HEIGHTS,0.552620738
919,EAST MCKEESPORT,BEN AVON HEIGHTS,0.126787582
920,EAST PITTSBURGH,BEN AVON HEIGHTS,0.924034782
921,EDGEWOOD,BEN AVON HEIGHTS,0.601267494
922,EDGEWORTH,BEN AVON HEIGHTS,0.538418926
923,ELIZABETH,BEN AVON HEIGHTS,0.491135472
924,EMSWORTH,BEN AVON HEIGHTS,0.844833039
925,ETNA,BEN AVON HEIGHTS,0.775239898
926,FAWN,BEN AVON HEIGHTS,0.049431564
927,FINDLAY,BEN AVON HEIGHTS,0.150106525
928,FOREST HILLS,BEN AVON HEIGHTS,0.326202494
929,FORWARD,BEN AVON HEIGHTS,0.80137859
930,FOX CHAPEL,BEN AVON HEIGHTS,0.999008505
931,FRANKLIN PARK,BEN AVON HEIGHTS,0.610991909
932,FRAZER,BEN AVON HEIGHTS,0.26590315
933,GLASSPORT,BEN AVON HEIGHTS,0.394823479
934,GLEN OSBORNE,BEN AVON HEIGHTS,0.962324097
935,GLENFIELD,BEN AVON HEIGHTS,0.919682484
936,GREEN TREE,BEN AVON HEIGHTS,0.529883106
937,HAMPTON,BEN AVON HEIGHTS,0.496973304
938,HARMAR,BEN AVON HEIGHTS,0.557301339
939,HARRISON,BEN AVON HEIGHTS,0.422303495
940,HAYSVILLE,BEN AVON HEIGHTS,0.399087728
941,HEIDELBERG,BEN AVON HEIGHTS,0.845578836
942,HOMESTEAD,BEN AVON HEIGHTS,0.637136329
943,INDIANA,BEN AVON HEIGHTS,0.474271063
944,INGRAM,BEN AVON HEIGHTS,0.595491633
945,JEFFERSON HILLS,BEN AVON HEIGHTS,0.30122755
946,KENNEDY,BEN AVON HEIGHTS,0.09325493
947,KILBUCK,BEN AVON HEIGHTS,0.066240348
948,LEET,BEN AVON HEIGHTS,0.484100542
949,LEETSDALE,BEN AVON HEIGHTS,0.45626423
950,LIBERTY,BEN AVON HEIGHTS,0.191888303
951,LINCOLN,BEN AVON HEIGHTS,0.861035674
952,MARSHALL,BEN AVON HEIGHTS,0.057720088
953,MCCANDLESS,BEN AVON HEIGHTS,0.306666804
954,MCDONALD,BEN AVON HEIGHTS,0.913770302
955,MCKEES ROCKS,BEN AVON HEIGHTS,0.052668137
956,MCKEESPORT,BEN AVON HEIGHTS,0.034583065
957,MILLVALE,BEN AVON HEIGHTS,0.022671514
958,MONROEVILLE,BEN AVON HEIGHTS,0.487026254
959,MOON,BEN AVON HEIGHTS,0.89419867
960,MOUNT LEBANON,BEN AVON HEIGHTS,0.146338368
961,MOUNT OLIVER,BEN AVON HEIGHTS,0.316763036
962,MUNHALL,BEN AVON HEIGHTS,0.278124242
963,NEVILLE,BEN AVON HEIGHTS,0.695343633
964,NORTH BRADDOCK,BEN AVON HEIGHTS,0.653281374
965,NORTH FAYETTE,BEN AVON HEIGHTS,0.676889552
966,NORTH VERSAILLES,BEN AVON HEIGHTS,0.339265032
967,O'HARA,BEN AVON HEIGHTS,0.021804544
968,OAKDALE,BEN AVON HEIGHTS,0.221501904
969,OAKMONT,BEN AVON HEIGHTS,0.39154664
970,OHIO,BEN AVON HEIGHTS,0.691309979
971,PENN HILLS,BEN AVON HEIGHTS,0.07280717
972,PENNSBURY VILLAGE,BEN AVON HEIGHTS,0.579394377
973,PINE,BEN AVON HEIGHTS,0.835694267
974,PITCAIRN,BEN AVON HEIGHTS,0.688474196
975,PITTSBURGH,BEN AVON HEIGHTS,0.746213979
976,PLEASANT HILLS,BEN AVON HEIGHTS,0.653283643
977,PLUM,BEN AVON HEIGHTS,0.222031624
978,PORT VUE,BEN AVON HEIGHTS,0.021302634
979,RANKIN,BEN AVON HEIGHTS,0.401451473
980,RESERVE,BEN AVON HEIGHTS,0.39597018
981,RICHLAND,BEN AVON HEIGHTS,0.556114409
982,ROBINSON,BEN AVON HEIGHTS,0.018136917
983,ROSS,BEN AVON HEIGHTS,0.527946429
984,ROSSLYN FARMS,BEN AVON HEIGHTS,0.838336185
985,SCOTT,BEN AVON HEIGHTS,0.276539969
986,SEWICKLEY,BEN AVON HEIGHTS,0.423336867
987,SEWICKLEY HEIGHTS,BEN AVON HEIGHTS,0.94767957
988,SEWICKLEY HILLS,BEN AVON HEIGHTS,0.238252995
989,SHALER,BEN AVON HEIGHTS,0.204240776
990,SHARPSBURG,BEN AVON HEIGHTS,0.558495118
991,SOUTH FAYETTE,BEN AVON HEIGHTS,0.192777627
992,SOUTH PARK,BEN AVON HEIGHTS,0.96371051
993,SOUTH VERSAILLES,BEN AVON HEIGHTS,0.741229102
994,SPRINGDALE,BEN AVON HEIGHTS,0.54861075
995,STOWE,BEN AVON HEIGHTS,0.209835543
996,SWISSVALE,BEN AVON HEIGHTS,0.566999094
997,TARENTUM,BEN AVON HEIGHTS,0.180334139
998,THORNBURG,BEN AVON HEIGHTS,0.221207109
999,TRAFFORD,BEN AVON HEIGHTS,0.636569723
1000,TURTLE CREEK,BEN AVON HEIGHTS,0.334051717
1001,UPPER ST. CLAIR,BEN AVON HEIGHTS,0.321055113
1002,VERONA,BEN AVON HEIGHTS,0.071482846
1003,VERSAILLES,BEN AVON HEIGHTS,0.241250559
1004,WALL,BEN AVON HEIGHTS,0.261854647
1005,WEST DEER,BEN AVON HEIGHTS,0.366586812
1006,WEST ELIZABETH,BEN AVON HEIGHTS,0.00309789
1007,WEST HOMESTEAD,BEN AVON HEIGHTS,0.012086823
1008,WEST MIFFLIN,BEN AVON HEIGHTS,0.211821667
1009,WEST VIEW,BEN AVON HEIGHTS,0.407982114
1010,WHITAKER,BEN AVON HEIGHTS,0.741964392
1011,WHITE OAK,BEN AVON HEIGHTS,0.610080216
1012,WHITEHALL,BEN AVON HEIGHTS,0.220331982
1013,WILKINS,BEN AVON HEIGHTS,0.360666388
1014,WILKINSBURG,BEN AVON HEIGHTS,0.433964058
1015,WILMERDING,BEN AVON HEIGHTS,0.701315439
1016,ALEPPO,BETHEL PARK,0.003644725
1017,ASPINWALL,BETHEL PARK,0.45286225
1018,AVALON,BETHEL PARK,0.164750328
1019,BALDWIN,BETHEL PARK,0.818429232
1020,BELL ACRES,BETHEL PARK,0.610249533
1021,BELLEVUE,BETHEL PARK,0.622841522
1022,BEN AVON,BETHEL PARK,0.511892143
1023,BEN AVON HEIGHTS,BETHEL PARK,0.155611341
1024,BETHEL PARK,BETHEL PARK,0.971254775
1025,BLAWNOX,BETHEL PARK,0.244726504
1026,BRACKENRIDGE,BETHEL PARK,0.058214767
1027,BRADDOCK,BETHEL PARK,0.099299068
1028,BRADDOCK HILLS,BETHEL PARK,0.335457337
1029,BRADFORD WOODS,BETHEL PARK,0.972662388
1030,BRENTWOOD,BETHEL PARK,0.070299419
1031,BRIDGEVILLE,BETHEL PARK,0.642295309
1032,CARNEGIE,BETHEL PARK,0.737787714
1033,CASTLE SHANNON,BETHEL PARK,0.821794969
1034,CHALFANT,BETHEL PARK,0.658132309
1035,CHESWICK,BETHEL PARK,0.084306685
1036,CHURCHILL,BETHEL PARK,0.183495791
1037,CLAIRTON,BETHEL PARK,0.103334228
1038,COLLIER,BETHEL PARK,0.5720128
1039,CORAOPOLIS,BETHEL PARK,0.263617575
1040,CRAFTON,BETHEL PARK,0.657985522
1041,CRESCENT,BETHEL PARK,0.209192094
1042,DORMONT,BETHEL PARK,0.931096805
1043,DRAVOSBURG,BETHEL PARK,0.296895629
1044,DUQUESNE,BETHEL PARK,0.417267612
1045,EAST DEER,BETHEL PARK,0.179315212
1046,EAST MCKEESPORT,BETHEL PARK,0.454258007
1047,EAST PITTSBURGH,BETHEL PARK,0.476167223
1048,EDGEWOOD,BETHEL PARK,0.600144626
1049,EDGEWORTH,BETHEL PARK,0.535331157
1050,ELIZABETH,BETHEL PARK,0.105084534
1051,EMSWORTH,BETHEL PARK,0.272431526
1052,ETNA,BETHEL PARK,0.576937344
1053,FAWN,BETHEL PARK,0.634526655
1054,FINDLAY,BETHEL PARK,0.839450239
1055,FOREST HILLS,BETHEL PARK,0.105013273
1056,FORWARD,BETHEL PARK,0.632612954
1057,FOX CHAPEL,BETHEL PARK,0.868472029
1058,FRANKLIN PARK,BETHEL PARK,0.238166176
1059,FRAZER,BETHEL PARK,0.025165406
1060,GLASSPORT,BETHEL PARK,0.097438257
1061,GLEN OSBORNE,BETHEL PARK,0.759652603
1062,GLENFIELD,BETHEL PARK,0.222467121
1063,GREEN TREE,BETHEL PARK,0.739911508
1064,HAMPTON,BETHEL PARK,0.850796761
1065,HARMAR,BETHEL PARK,0.619015588
1066,HARRISON,BETHEL PARK,0.289822293
1067,HAYSVILLE,BETHEL PARK,0.747434955
1068,HEIDELBERG,BETHEL PARK,0.039728416
1069,HOMESTEAD,BETHEL PARK,0.647655877
1070,INDIANA,BETHEL PARK,0.172964421
1071,INGRAM,BETHEL PARK,0.691768807
1072,JEFFERSON HILLS,BETHEL PARK,0.185991821
1073,KENNEDY,BETHEL PARK,0.603899658
1074,KILBUCK,BETHEL PARK,0.178699245
1075,LEET,BETHEL PARK,0.22615009
1076,LEETSDALE,BETHEL PARK,0.473281938
1077,LIBERTY,BETHEL PARK,0.543572807
1078,LINCOLN,BETHEL PARK,0.879599556
1079,MARSHALL,BETHEL PARK,0.200910838
1080,MCCANDLESS,BETHEL PARK,0.037623029
1081,MCDONALD,BETHEL PARK,0.938528207
1082,MCKEES ROCKS,BETHEL PARK,0.90714359
1083,MCKEESPORT,BETHEL PARK,0.208441886
1084,MILLVALE,BETHEL PARK,0.426470745
1085,MONROEVILLE,BETHEL PARK,0.976720242
1086,MOON,BETHEL PARK,0.336518038
1087,MOUNT LEBANON,BETHEL PARK,0.766684898
1088,MOUNT OLIVER,BETHEL PARK,0.480789158
1089,MUNHALL,BETHEL PARK,0.100597019
1090,NEVILLE,BETHEL PARK,0.425972162
1091,NORTH BRADDOCK,BETHEL PARK,0.184544068
1092,NORTH FAYETTE,BETHEL PARK,0.285071844
1093,NORTH VERSAILLES,BETHEL PARK,0.686265455
1094,O'HARA,BETHEL PARK,0.928760431
1095,OAKDALE,BETHEL PARK,0.473333222
1096,OAKMONT,BETHEL PARK,0.881243533
1097,OHIO,BETHEL PARK,0.176924839
1098,PENN HILLS,BETHEL PARK,0.092055538
1099,PENNSBURY VILLAGE,BETHEL PARK,0.205995471
1100,PINE,BETHEL PARK,0.17276224
1101,PITCAIRN,BETHEL PARK,0.280128835
1102,PITTSBURGH,BETHEL PARK,0.980900927
1103,PLEASANT HILLS,BETHEL PARK,0.517198345
1104,PLUM,BETHEL PARK,0.001021156
1105,PORT VUE,BETHEL PARK,0.689974729
1106,RANKIN,BETHEL PARK,0.814931069
1107,RESERVE,BETHEL PARK,0.734969679
1108,RICHLAND,BETHEL PARK,0.016965638
1109,ROBINSON,BETHEL PARK,0.454556343
1110,ROSS,BETHEL PARK,0.820402916
1111,ROSSLYN FARMS,BETHEL PARK,0.714256847
1112,SCOTT,BETHEL PARK,0.358813722
1113,SEWICKLEY,BETHEL PARK,0.446023401
1114,SEWICKLEY HEIGHTS,BETHEL PARK,0.273140745
1115,SEWICKLEY HILLS,BETHEL PARK,0.611597392
1116,SHALER,BETHEL PARK,0.574315517
1117,SHARPSBURG,BETHEL PARK,0.975083093
1118,SOUTH FAYETTE,BETHEL PARK,0.696057813
1119,SOUTH PARK,BETHEL PARK,0.667672424
1120,SOUTH VERSAILLES,BETHEL PARK,0.678610369
1121,SPRINGDALE,BETHEL PARK,0.127903997
1122,STOWE,BETHEL PARK,0.924775802
1123,SWISSVALE,BETHEL PARK,0.648641138
1124,TARENTUM,BETHEL PARK,0.120132011
1125,THORNBURG,BETHEL PARK,0.371058294
1126,TRAFFORD,BETHEL PARK,0.841834352
1127,TURTLE CREEK,BETHEL PARK,0.148975488
1128,UPPER ST. CLAIR,BETHEL PARK,0.326533896
1129,VERONA,BETHEL PARK,0.064835015
1130,VERSAILLES,BETHEL PARK,0.165168822
1131,WALL,BETHEL PARK,0.773534015
1132,WEST DEER,BETHEL PARK,0.237986596
1133,WEST ELIZABETH,BETHEL PARK,0.050112759
1134,WEST HOMESTEAD,BETHEL PARK,0.574199242
1135,WEST MIFFLIN,BETHEL PARK,0.097108622
1136,WEST VIEW,BETHEL PARK,0.691966499
1137,WHITAKER,BETHEL PARK,0.855134747
1138,WHITE OAK,BETHEL PARK,0.36748444
